ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
69,"Webpage is getting display when user turns off the internet connection while launching app.",1.6.0.test2,Closed,Medium,Major,Visual,Always,archana,"Rahul Asati","when user turn off the internet connection while launching application ,Error web page is getting display. 
Issue is happening while doing first launch.
","App should not show webpage","1. Try to install app for the first time; 2. Click on next button of browse, shop, book pages, ; 3. Click on Get started button of share; 4. Turn off the internet connction","Android Phone Samsung Galaxy J7 Android 5.1",,2,"10/08/2016 06:31:57 ","12/08/2016 05:44:14 "
70,"Under my reviews, user which has given only rating is not coming.",1.6.0.test2,"Not a Bug",High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","Note: This issue is present on live build.","If user has given only rating then also it should get displayed ","1. open app; 2. open drawer menu; 3. click on  my reviews; 4. user has given only rating then its not getting displayed under my reviews","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"10/08/2016 06:51:01 ","18/05/2017 07:12:41 "
71,"created by is coming incorrect under drawer menu -> my reviews",1.6.0.test2,"Not a Bug",Medium,Major,Functional,Always,"Nirali Thakkar","Rahul Asati","created by is coming incorrect under drawer menu -> my reviews

Note: Compared with ios app",,"1. open app; 2. open drawer menu; 3. click on my reviews and cross check with ios","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"10/08/2016 06:53:18 ","29/12/2016 11:39:37 "
72,"change password accepts spaces",1.6.0.test2,Closed,High,Major,Functional,Always,"Nirali Thakkar","Rahul Asati","change password accepts spaces","change password should not accept spaces as during login the user gets stuck because while login i is not accepting spaces","1. open app; 2. open drawer menu; 3. click on change password; 4. enter new password as spacespacespacespaceabcd, it gets accepted","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"10/08/2016 06:58:12 ","12/08/2016 07:52:14 "
73,"image is coming as stretched under category tab",1.6.0.test2,"Not a Bug",High,Major,Visual,Always,"Nirali Thakkar","Rahul Asati","image is coming as stretched under category tab",,"1. open app; 2. click on shop icon; 3. click on category tab","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"10/08/2016 07:02:45 ","10/08/2016 11:21:46 "
75,"Initial launch is not proper",1.6.0.test2,Closed,High,Major,Functional,Sometimes,vikram1,"Rahul Asati","After user installs app and launches it for first time, only  white screen is visible","App should get launched without showing any white screen","1. Install app and launch it for first time; 2. See white screen is visible","Android Phone Sony Xperia M4 Aqua Dual Android 5.0",,3,"10/08/2016 07:22:50 ","12/08/2016 05:31:54 "
77,"Item is not getting removed from wishlist after double tapping on story from story listing page. ",1.6.0.test2,Closed,Medium,Major,Functional,Always,archana,"Rahul Asati",,"Story gets add to wishlist when user  do double tap on story.

Story should get removed from wishlist when user again double tap on it.
","1. Open story listing page; 2. Double tap on story.","Android Phone Samsung Galaxy J7 Android 5.1",,2,"10/08/2016 07:27:51 ","10/08/2016 10:29:21 "
78,"Todays deal should be 'Today's Deals', s is missing",1.6.0.test2,Closed,Low,Minor,Visual,Always,vikram1,"Varun Bhardwaj","'Todays Deal' on offers page widgets should be renamed as 'Today's Deals'","'s' should be appended to 'Today's Deal'","1. Go to shop >> offers; 2. Go to 'todays deal' widget; 3. Rename it to 'Today's Deals'","Android Phone",,4,"10/08/2016 07:29:01 ","06/10/2016 10:17:18 "
79,"Showing as '1 ratings' on product  detail page",1.6.0.test2,Closed,Low,Minor,Visual,Always,vikram1,"Rahul Asati","If a product is having 1 rating or 1 review, its shown as '1 ratings' or '1 ratings', 's' should be removed ","1 ratings should be shown  as '1 rating' and 1 review should be shown as '1 review', s should be removed","1. Go to a product having 1 rating or   1 review; 2. Refer the screenshot","Android Phone",,2,"10/08/2016 07:33:14 ","12/08/2016 05:42:10 "
80,"same products are coming when user applies filter",1.6.0.test2,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","same products are coming when user applies filter","same product should not come after applying filter","1. open app; 2. click on search; 3. search for makeup; 4. click on filter; 5. choose category foundation; 6. and choose price range 201-500","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"10/08/2016 07:34:41 ","18/05/2017 07:18:44 "
81,"Design getting distorted on  cart page",1.6.0.test2,Closed,High,Major,Functional,Always,vikram1,"Rahul Asati","After scrolling down on cart page, design gets distorted, refer the screenshots","Cart page should behave properly on scrolling up and down","1. Add few items to cart and go to cart page; 2. Scroll down up; 3. See design getting distorted","Android Phone",,2,"10/08/2016 07:39:47 ","12/08/2016 06:24:56 "
82,"when user applies filter on any method first , only the selected method is getting displayed",1.6.0.test2,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","when user applies filter on any method first (for eg category), only the selected method is getting displayed.



","All the category should get displayed along with the selected. so that the user dont have to clear filter again and again to apply filters on other category","1. open app; 2. search for any category; 3. click on filter; 4. choose any category and click on apply; 5. now click on category again; 6. only the selected data is visible","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"10/08/2016 07:42:08 ","20/12/2016 14:33:26 "
83,"Coupon discount as zero shown even if user have not applied any coupon.",1.6.0.test2,Closed,Low,Minor,Visual,Always,vikram1,"Rahul Asati","If coupon is not applied, coupon discount rupees 0 shouldnt be shown on cart","Remove 'coupon discount 0' from 'price details' section on cart page if user has not applied coupon","1. Go to cart page; 2. Go to price details section","Android Phone",,4,"10/08/2016 07:47:36 ","12/08/2016 06:30:55 "
84,"1 free samples, it should be 1 free sample",1.6.0.test2,Closed,Low,Minor,Visual,Always,vikram1,"Rahul Asati","If only 1 free sample is available for a particular user on cart page, it shouldnt show as '1 free samples',","'s' should be removed","1. Go to cart page; 2. Go to free samples section","Android Phone",,2,"10/08/2016 07:49:12 ","12/08/2016 07:48:53 "
85,"If all the items in cart removed, gift wrap should automatically get disappeared",1.6.0.test2,Closed,High,Major,Functional,Always,vikram1,"Rahul Asati","If user has added items to cart and using facility of 'gift wrap', after removing all the items in the cart, the gift wrap should automatically get disappeared
","Gift wrap should automatically get disappeared after all the items removed from cart","1. Add few items to cart; 2. GO to cart and click on 'gift wrap'; 3. Now remove all items  except gift wrap'","Android Phone",,0,"10/08/2016 07:57:03 ","12/08/2016 13:34:31 "
86,"Loader keeps running and products or stories are not getting loaded",1.6.0.test2,Closed,High,Major,Functional,Always,vikram1,"Rahul Asati","If user is scrolling down to the end of the page on story list or product list page, loader keeps running and stories/products are not getting loaded","Stories or products should be displayed if user has scrolled to the bottom of page and loader shouldnt keep running, if there are no stories or products left, loader should stop running ","1. Go to story list/product list page; 2. Go to bottom of page; 3. See loader keeps running","Android Phone",,2,"10/08/2016 08:03:33 ","12/08/2016 06:40:02 "
87,"Order summary is getting generate when user cancel the net banking transcation from payment gateway.",1.6.0.test2,Closed,High,Major,Functional,Always,archana,"Rahul Asati","Order summary is getting generate when user cancel the net banking transcation from payment gateway.
Also, order summary page is getting visible for some fration of time when user cancel the transcation with saved card. and ""authorisation failed"" page is getting open","when user cancel the transaction with prepaid methode (saved card, net bakiing wallet, user should redirect to payment gateway.","1. Add product in card; 2. choose saved card/net banking/wallet transcation from payment gateway; 3. cancel transaction","Android Phone Samsung Galaxy J7",,2,"10/08/2016 08:03:45 ","20/08/2016 09:54:51 "
88,"images are not displayed properly for some of the products",1.6.0.test2,"Not a Bug",High,Major,Visual,Always,"Nirali Thakkar","Rahul Asati","images are not displayed properly for some of the products",,"1. open app; 2. click on search; 3. search for skin text; 4. click on filter; 5. click on category and choose category as lipstick; 6. click on apply filter","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"10/08/2016 08:58:56 ","10/08/2016 12:13:16 "
89,"Item removed from wishist from product detaill page, still showing as 'item in wishlist' on 3 dots of  list page",1.6.0.test2,Closed,Low,Minor,Functional,Always,vikram1,"Rahul Asati","User has added an item to wishlist from 3 dots of list page, now if he removes it from wishlist from product detail page and goes back to list page, its still showing as 'item in wishlist' on 3 dots on that product","'item in wishlist' should change to 'add to wishlist' on 3 dots on list page","1. Go to a product list page; 2. Click on 3 dots and click on 'add to wishlist'; 3. Now go to product detail page of that product and click on 'heart' to remove from wishlist; 4. Come back to list page and click on 3 dots of that product, see 'item in wishlist' didnot change to 'add to wishlist'","Android Phone",,2,"10/08/2016 09:08:57 ","03/01/2017 06:59:59 "
90,"the count in the filter is not displayed properly",1.6.0.test2,Closed,Medium,Minor,Visual,Always,"Nirali Thakkar","Rahul Asati","the count is not displayed properly, it is getting split in 2 lines",,"1. open app; 2. search for Lipstick; 3. click on filter; 4. click on category; 5. the count is not displayed properly, it is getting split in 2 lines","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"10/08/2016 09:17:19 ","12/08/2016 07:49:52 "
91,"sort by discount high to low is not displayed properly. random results are coming",1.6.0.test2,Closed,High,Major,Functional,Always,"Nirali Thakkar","Rahul Asati","sort by discount high to low is not displayed properly. random results are coming",,"1. open app; 2. search for lakme; 3. click on sort; 4. sort by discount high to low","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"10/08/2016 09:22:07 ","12/08/2016 07:47:04 "
92,"Quotes changing frequently",1.6.0.test2,Closed,Low,Minor,Functional,Always,vikram1,"Rahul Asati","On a loader if results are taking time to load, quotes are changing immediately ","Quotes shouldn't change immediately, but different quotes should be shown on new loader","1. Go to bottom of any list page, lets say story list page; 2. See quotes are changing immediately, instead of that next time for the next loader different quote should  be shown","Android Phone",,6,"10/08/2016 09:22:22 ","12/08/2016 06:57:45 "
93,"If clicked on unfollow button on reviews/stories",1.6.0.test2,Closed,Medium,Minor,Visual,Always,vikram1,"Rahul Asati","When user clicks on 'unfollow' button on story list or review list page, a popup is shown saying 'Are you sure do you want to unfollow ...', this sentence should be corrected to 'Are you sure you want to unfollow', ","sentence should be corrected to 'Are you sure you want to unfollow', ","1. Go to story list or review list page; 2. Click on 'unfollow' button and see the popup  msg","Android Phone",,5,"10/08/2016 09:27:42 ","26/09/2016 06:25:30 "
94,"Once voted for a review, user is unable to revert",1.6.0.test2,Closed,Low,Minor,Usability,Always,vikram1,"Rahul Asati","If user has clicked on like button for a review, and again clicks on the same button to revert it back, the same button is not clickable, ","The button should be clickable so that if user wants to revert his vote, he should be able to do so","1. Go to product detail page >> reviews; 2. Click on vote button for any review; 3. Try to click on same button,","Android Phone",,4,"10/08/2016 09:35:39 ","18/05/2017 07:40:23 "
95,"when user applies filter and scrolls down, only the loader runs the data is not loading",1.6.0.test2,Closed,High,Major,,Always,"Nirali Thakkar","Rahul Asati","when user applies filter and scrolls down, only the loader runs the data is not loading",,"1. open app; 2. search for Lakme; 3. click on filter, choose category eyeliner; 4. only some of the data is loaded, rest of the products are not getting loaded","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"10/08/2016 09:45:52 ","12/08/2016 07:39:37 "
96,"""... and .. others liked this"" this sentence is not shown on  story list page of favorites page",1.6.0.test2,Closed,Low,Minor,Visual,Always,vikram1,"Jugal SA","If user is trying to see his favorite stories by going to my account >> favorites >> stories, the line, ""... and .. others liked this"" , refer the screenshot for details","This line should be shown","1. Go to my account  ; 2. Go to favorites >> stories; 3. See any story; 4. Refer the screenshots","Android Phone",,1,"10/08/2016 09:50:53 ","25/11/2016 05:45:16 "
